COSMIC_GENE_ID	GENE_SYMBOL	GENE_ACCESSION	ENTREZ_ID	HGNC_ID	IN_CANCER_CENSUS	IS_EXPERT_CURATED
COSG100311	RNU6-99P	ENSG00000201591.1		47062	n	n
COSG100341	AC005702.1	ENSG00000267318.1			n	n
COSG100343	E2F6	ENSG00000169016.16	1876	3120	n	n
COSG100344	TTC3-AS1	ENSG00000228677.1		40595	n	n
COSG100368	AL513122.2	ENSG00000239593.1			n	n
COSG101446	LINC01053	ENSG00000238169.1		49047	n	n
COSG101489	MIR1273H	ENSG00000274466.1		49973	n	n
COSG101495	AC009396.2	ENSG00000258719.1			n	n
COSG101498	OR2T4	ENSG00000196944.4	127074	15016	n	n
COSG102497	AC037198.1	ENSG00000276107.1			n	n
COSG102501	AC006455.4	ENSG00000229301.1			n	n
COSG102524	AP003774.4	ENSG00000236935.1			n	n
COSG102541	RNA5SP216	ENSG00000251920.1		43116	n	n
COSG103814	TMEM181	ENSG00000146433.8	57583	20958	n	n
COSG103815	SPINK5	ENSG00000133710.15	11005	15464	n	n
COSG103824	MAPK1	ENSG00000100030.14	5594	6871	y	y
COSG103834	RF00017	ENSG00000274883.1			n	n
COSG103854	TRIP6	ENSG00000087077.13	7205	12311	n	n
COSG103873	SPATA31A7	ENSG00000276040.4	26165	32007	n	n
COSG103876	RN7SKP164	ENSG00000251947.1		45888	n	n
COSG100398	AL513217.1	ENSG00000223774.5			n	n
COSG100400	PHF21B	ENSG00000056487.15	112885	25161	n	n
COSG100403	PRDX2	ENSG00000167815.11	7001	9353	n	n
COSG100428	AC107375.1	ENSG00000259891.1			n	n
COSG100433	AC004771.1	ENSG00000227495.1			n	n
COSG100442	AC244394.1	ENSG00000225603.3			n	n
COSG100448	METTL23	ENSG00000181038.13	124512	26988	n	n
COSG101509	AC044860.1	ENSG00000229212.7			n	n
COSG101521	RNU6-8	ENSG00000202337.1		34285	n	n
COSG101548	GBA	ENSG00000177628.15	2629	4177	n	n
COSG101554	MAPK8IP1	ENSG00000121653.11	9479	6882	n	n
COSG101563	AC114271.1	ENSG00000274425.1			n	n
COSG102554	METTL7AP1	ENSG00000257649.1		48874	n	n
COSG102556	LARGE2	ENSG00000165905.17	120071	16522	n	n
COSG102560	SLC25A18P1	ENSG00000234309.1		43857	n	n
COSG102562	AC142472.1	ENSG00000276728.1			n	n
COSG102574	FOXO1	ENSG00000150907.7	2308	3819	y	n
COSG102592	RNU7-90P	ENSG00000238731.1		45624	n	n
COSG102600	NEURL2	ENSG00000124257.6	140825	16156	n	n
COSG102601	AC104046.1	ENSG00000259630.2			n	n
COSG103901	PEX11A	ENSG00000166821.8	8800	8852	n	n
COSG103911	AC080013.4	ENSG00000272087.1			n	n
COSG103920	LINC01913	ENSG00000214691.7		52732	n	n
COSG100461	RF00096	ENSG00000212144.1			n	n
COSG100507	LINC02299	ENSG00000258979.1		53218	n	n
COSG100509	RN7SL636P	ENSG00000244376.3		46652	n	n
COSG100523	ANKRD66	ENSG00000230062.5	100287718	44669	n	n
COSG101582	GJC2	ENSG00000198835.3	57165	17494	n	n
COSG101618	DLGAP3	ENSG00000116544.11	58512	30368	n	n
COSG101622	RNU6-100P	ENSG00000252414.1		47063	n	n
COSG101627	AC091057.5	ENSG00000284783.1			n	n
COSG101650	HEATR1	ENSG00000119285.10	55127	25517	n	n
COSG102653	AC044810.3	ENSG00000271758.2			n	n
COSG102687	HR	ENSG00000168453.14	55806	5172	n	n
COSG102695	AL020996.1	ENSG00000228172.5			n	n
COSG103992	KLF14	ENSG00000266265.2	136259	23025	n	n
COSG104008	MIR3622A	ENSG00000284351.1		38934	n	n
COSG99438	AL512413.1	ENSG00000272088.1			n	n
COSG99440	MIR3121	ENSG00000265435.1		38259	n	n
COSG99443	PRODH2	ENSG00000250799.9	58510	17325	n	n
COSG95798	FPR1	ENSG00000171051.8	2357	3826	n	n
COSG95801	RF00019	ENSG00000200436.1			n	n
COSG95810	AC007381.1	ENSG00000228590.1			n	n
COSG95847	AC023200.1	ENSG00000253416.1			n	n
COSG95849	EMC2	ENSG00000104412.7	9694	28963	n	n
COSG97019	AC012442.3	ENSG00000283698.1			n	n
COSG97044	OR2T8	ENSG00000177462.7	343172	15020	n	n
COSG98199	MEGF6	ENSG00000162591.15	1953	3232	n	n
COSG98215	MIR5590	ENSG00000263783.1		43541	n	n
COSG98217	CPXCR1	ENSG00000147183.9	53336	2332	n	n
COSG98229	RPL27AP5	ENSG00000182383.8		36420	n	n
COSG98244	ERICH6B	ENSG00000165837.11	220081	26523	n	n
COSG99496	AL512326.3	ENSG00000234041.1			n	n
COSG99506	AC106895.2	ENSG00000251216.1			n	n
COSG95863	AC093826.2	ENSG00000281369.1			n	n
COSG95869	ANKRD52	ENSG00000139645.9	283373	26614	n	n
COSG95884	LAGE3	ENSG00000196976.7	8270	26058	n	n
COSG95893	AC008687.5	ENSG00000268669.1			n	n
COSG95895	EEF1A1P25	ENSG00000241429.1		37898	n	n
COSG95897	AL451069.1	ENSG00000226900.1			n	n
COSG97091	RF00019	ENSG00000206912.1			n	n
COSG97099	LINC01436	ENSG00000231106.2		50754	n	n
COSG97119	AC024601.1	ENSG00000224222.1			n	n
COSG97128	CBLN4	ENSG00000054803.3	140689	16231	n	n
COSG98316	PFDN1	ENSG00000113068.9	5201	8866	n	n
COSG98318	AL137793.1	ENSG00000236975.1			n	n
COSG94773	AL353597.3	ENSG00000279942.1			n	n
COSG94777	IFNA13	ENSG00000233816.3	3447	5419	n	n
COSG94795	HSP90AA1	ENSG00000080824.18	3320	5253	y	n
COSG95937	PGAM2	ENSG00000164708.5	5224	8889	n	n
COSG95943	C8orf74	ENSG00000171060.10	203076	32296	n	n
COSG95950	AC007285.2	ENSG00000231519.1			n	n
COSG95982	RF02154	ENSG00000277188.1			n	n
COSG95987	AC027544.3	ENSG00000256734.1			n	n
COSG96001	AC008155.1	ENSG00000213237.4			n	n
COSG96002	TIAF1	ENSG00000221995.5	9220	11803	n	n
COSG97159	NDUFA3P2	ENSG00000254856.1		45051	n	n
COSG97167	RNA5SP168	ENSG00000252451.1		43068	n	n
COSG97170	LINC02044	ENSG00000243795.1		52884	n	n
COSG97174	PIKFYVE	ENSG00000115020.16	200576	23785	n	n
COSG97190	SPANXA2	ENSG00000203926.4	728712	14328	n	n
COSG97202	RF00019	ENSG00000252822.1			n	n
COSG98374	AC138305.2	ENSG00000261743.1			n	n
COSG98384	AC010636.2	ENSG00000269110.1			n	n
COSG98390	Z98048.1	ENSG00000230769.1			n	n
COSG98392	AL139022.1	ENSG00000259118.5			n	n
COSG98416	GATC	ENSG00000257218.5	283459	25068	n	n
COSG94809	RF00019	ENSG00000222467.1			n	n
COSG94827	ZNF221	ENSG00000159905.14	7638	13014	n	n
COSG94828	RF00019	ENSG00000222852.1			n	n
COSG94850	AC016550.3	ENSG00000250124.1			n	n
COSG94851	VAT1L	ENSG00000171724.2	57687	29315	n	n
COSG94866	RN7SL764P	ENSG00000240317.3		46780	n	n
COSG96006	PRELID3BP10	ENSG00000236105.1		49072	n	n
COSG96008	AC010205.1	ENSG00000274560.1			n	n
COSG96019	AC007241.1	ENSG00000282909.2			n	n
COSG96025	SOD2	ENSG00000285441.1	6648		n	n
COSG96029	RNU6-1045P	ENSG00000252130.1		48008	n	n
COSG96059	MIR6080	ENSG00000278581.1		50142	n	n
COSG96071	RNU1-58P	ENSG00000199283.1		48400	n	n
COSG97225	SLC4A9	ENSG00000113073.14	83697	11035	n	n
COSG97231	RPL14	ENSG00000188846.13	9045	10305	n	n
COSG97251	RNA5SP258	ENSG00000199620.1		43158	n	n
COSG97276	AC024940.6	ENSG00000275097.1			n	n
COSG97277	RNU6-263P	ENSG00000200681.1		47226	n	n
COSG97297	AL353768.1	ENSG00000224764.1			n	n
COSG98449	AC104408.1	ENSG00000271667.1			n	n
COSG98481	AC010974.1	ENSG00000230065.1			n	n
COSG94901	HNRNPA1P66	ENSG00000229221.1		48796	n	n
COSG94915	AC233263.2	ENSG00000275490.1			n	n
COSG94932	GRAMD1A	ENSG00000089351.14	57655	29305	n	n
COSG94940	AC034187.1	ENSG00000224884.1			n	n
COSG96124	FATE1	ENSG00000147378.11	89885	24683	n	n
COSG97309	BCAS2	ENSG00000116752.5	10286	975	n	n
COSG97321	RN7SL600P	ENSG00000274963.1		46616	n	n
COSG97327	RNU6-1219P	ENSG00000251952.1		48182	n	n
COSG97335	NUTF2P4	ENSG00000234790.1		50453	n	n
COSG97348	RNU4-24P	ENSG00000201435.1		46960	n	n
COSG98506	AL355102.5	ENSG00000259036.1			n	n
COSG98510	AL513534.1	ENSG00000260400.1			n	n
COSG98520	TSC22D1	ENSG00000102804.14	8848	16826	n	n
COSG98537	YKT6	ENSG00000106636.7	10652	16959	n	n
COSG94974	CDR2	ENSG00000140743.7	101060399	1799	n	n
COSG94978	AL691459.1	ENSG00000223814.1			n	n
COSG94985	AC006210.2	ENSG00000238247.2			n	n
COSG94994	RF00019	ENSG00000252412.1			n	n
COSG95001	AL159152.1	ENSG00000283097.1			n	n
COSG96172	LRRC63	ENSG00000173988.12	220416	34296	n	n
COSG96199	HAR1A	ENSG00000225978.3		33117	n	n
COSG96220	RF00002	ENSG00000283291.1			n	n
COSG97370	PRPF38A	ENSG00000134748.12	84950	25930	n	n
COSG97372	MROH8	ENSG00000101353.14	140699	16125	n	n
COSG97405	MPP1	ENSG00000130830.14	4354	7219	n	n
COSG97421	ERCC2	ENSG00000104884.15	2068	3434	y	y
COSG97428	AC010542.5	ENSG00000277978.1			n	n
COSG97429	MIR451B	ENSG00000283364.1		41655	n	n
COSG98577	RNU7-22P	ENSG00000252482.1		34118	n	n
COSG98581	AL353747.2	ENSG00000228648.1			n	n
COSG98593	AC020917.2	ENSG00000267703.1			n	n
COSG98597	RF02217	ENSG00000277967.1			n	n
COSG98599	SPDYE7P	ENSG00000179994.10		35466	n	n
COSG98605	AC040160.1	ENSG00000262691.1			n	n
COSG98633	AC093010.2	ENSG00000241490.1			n	n
COSG95030	AC133919.1	ENSG00000260507.1			n	n
COSG95055	OR7E46P	ENSG00000234485.5		8420	n	n
COSG95063	USP41	ENSG00000161133.16	373856	20070	n	n
COSG97463	SMS	ENSG00000102172.15	6611	11123	n	n
COSG97470	RAB6D	ENSG00000233087.7	150786	30272	n	n
COSG97471	AL357992.1	ENSG00000236591.1			n	n
COSG97490	ARPC2	ENSG00000163466.15	10109	705	n	n
COSG97495	SMYD3-IT1	ENSG00000230184.1		41406	n	n
COSG97506	RNU6-1093P	ENSG00000212496.1		48056	n	n
COSG97508	HMGB3P23	ENSG00000235148.2		39315	n	n
COSG98655	POLR3GP2	ENSG00000266984.1		50691	n	n
COSG98663	HSPE1P11	ENSG00000187762.5		49330	n	n
COSG98672	AC011471.4	ENSG00000284490.1			n	n
COSG98677	RNU7-148P	ENSG00000238357.1		45682	n	n
COSG98702	AP001542.1	ENSG00000266995.1			n	n
COSG95100	AL591212.1	ENSG00000234019.1			n	n
COSG95102	SNORA50C	ENSG00000277887.1		32662	n	n
COSG95123	MTND4LP21	ENSG00000231582.2		42255	n	n
COSG95129	RNU4-90P	ENSG00000199643.1		47026	n	n
COSG95151	GLRB	ENSG00000109738.10	2743	4329	n	n
COSG95160	AC016822.1	ENSG00000236744.2			n	n
COSG95171	ATP5MC1P3	ENSG00000242244.1		39506	n	n
COSG96322	AC103855.1	ENSG00000254514.1			n	n
COSG96342	AC091980.1	ENSG00000213393.5			n	n
COSG96351	AC011396.2	ENSG00000250025.2			n	n
COSG96378	AC068944.2	ENSG00000276507.1			n	n
COSG97530	AC019080.5	ENSG00000280374.1			n	n
COSG97539	LINC01839	ENSG00000227509.1		41330	n	n
COSG97544	AP003086.3	ENSG00000254649.1			n	n
COSG97551	AC079305.2	ENSG00000226273.2			n	n
COSG97561	AC127029.2	ENSG00000263489.1			n	n
COSG98726	ARSEP1	ENSG00000224060.3		720	n	n
COSG98738	AL670379.7	ENSG00000270736.1			n	n
COSG98776	VDAC1P5	ENSG00000270858.1		12676	n	n
COSG95175	AC008149.1	ENSG00000258177.1			n	n
COSG95182	AC003669.1	ENSG00000237539.1			n	n
COSG95216	AC018695.3	ENSG00000270159.1			n	n
COSG95222	DDX28	ENSG00000182810.6	55794	17330	n	n
COSG95223	OR4A4P	ENSG00000254769.3		15161	n	n
COSG96405	AL591719.1	ENSG00000228076.2			n	n
COSG96430	OR5T3	ENSG00000172489.6	390154	15297	n	n
COSG96433	IGHJ2P	ENSG00000237547.1		5535	n	n
COSG96466	AC139491.4	ENSG00000251458.1			n	n
COSG97666	RAB28P2	ENSG00000236825.2		50381	n	n
COSG98819	PPM1K	ENSG00000163644.14	152926	25415	n	n
COSG98832	AC020636.2	ENSG00000260234.5			n	n
COSG98834	HNRNPUL2	ENSG00000214753.2	221092	25451	n	n
COSG98845	AC016556.1	ENSG00000251421.2			n	n
COSG95249	AC005993.1	ENSG00000266869.1			n	n
COSG95256	AL359643.3	ENSG00000272142.1			n	n
COSG95269	TMEM225	ENSG00000204300.6	338661	32390	n	n
COSG95274	AC130364.1	ENSG00000254487.2			n	n
COSG95285	RNU6-723P	ENSG00000206700.1		47686	n	n
COSG95312	GXYLT2	ENSG00000172986.12	727936	33383	n	n
COSG96482	GPSM2	ENSG00000121957.13	29899	29501	n	n
COSG96493	CDC42BPB	ENSG00000198752.10	9578	1738	n	n
COSG96502	MIR4669	ENSG00000263897.1		41558	n	n
COSG96509	RPL21P12	ENSG00000259535.1		19810	n	n
COSG96521	TEX44	ENSG00000177673.3	165100	28563	n	n
COSG96527	LINC02590	ENSG00000233978.1		53861	n	n
COSG96530	ZBTB20-AS1	ENSG00000241560.5		40640	n	n
COSG97674	ARHGAP23P1	ENSG00000260781.1		45039	n	n
COSG97677	HNRNPH3	ENSG00000096746.17	3189	5043	n	n
COSG97680	PRDX3P4	ENSG00000239926.1		44643	n	n
COSG97702	RNF151	ENSG00000179580.9	146310	23235	n	n
COSG97711	AL109761.1	ENSG00000244676.5			n	n
COSG97733	RPL41P1	ENSG00000227063.5		10356	n	n
COSG98883	CDC42EP2	ENSG00000149798.4	10435	16263	n	n
COSG98890	AC012409.3	ENSG00000277135.1			n	n
COSG98916	MIR564	ENSG00000284498.1		32820	n	n
COSG98927	AL365295.1	ENSG00000237356.5			n	n
COSG98936	AC079248.2	ENSG00000279876.1			n	n
COSG95343	MKRN5P	ENSG00000224430.2		7117	n	n
COSG95354	EMILIN2	ENSG00000132205.10	84034	19881	n	n
COSG95368	MIR4505	ENSG00000264741.1		41743	n	n
COSG95373	MRM2	ENSG00000122687.17	29960	16352	n	n
COSG96552	HSPA12B	ENSG00000132622.10	116835	16193	n	n
COSG96554	AC024153.1	ENSG00000270807.1			n	n
COSG96592	RNU6-721P	ENSG00000222087.1		47684	n	n
COSG96615	RNU6-1046P	ENSG00000252347.1		48009	n	n
COSG96618	RNU6ATAC36P	ENSG00000252684.1		46935	n	n
COSG97759	AP002852.1	ENSG00000253633.1			n	n
COSG97795	ADAM2	ENSG00000104755.14	2515	198	n	n
COSG97799	TMPRSS11GP	ENSG00000229009.7		42983	n	n
COSG97801	RNU7-79P	ENSG00000251891.1		34175	n	n
COSG98953	THAP7-AS1	ENSG00000230513.1		41013	n	n
COSG98957	RIPPLY1	ENSG00000147223.5	92129	25117	n	n
COSG98964	CCDC185	ENSG00000178395.6	164127	26654	n	n
COSG98972	AC089984.1	ENSG00000257410.1			n	n
COSG99017	GOLGA2P9	ENSG00000269332.5		49921	n	n
COSG99020	DNER	ENSG00000187957.7	92737	24456	n	n
COSG95414	PHYHD1	ENSG00000175287.18	254295	23396	n	n
COSG95429	FP671120.4	ENSG00000281383.1			n	n
COSG95430	TFEC	ENSG00000105967.15	22797	11754	n	n
COSG95453	ARL17A	ENSG00000185829.17	100506084	24096	n	n
COSG95456	LINC02473	ENSG00000261121.1		53412	n	n
COSG95461	RF00019	ENSG00000201075.2			n	n
COSG95467	AP001062.1	ENSG00000184441.4			n	n
COSG96643	TBC1D25	ENSG00000068354.15	4943	8092	n	n
COSG97829	SLC3A1	ENSG00000138079.13	6519	11025	n	n
COSG97843	OXSM	ENSG00000151093.7	54995	26063	n	n
COSG97867	AHCYP5	ENSG00000213107.2		44997	n	n
COSG97885	MIR1910	ENSG00000283416.1		35394	n	n
COSG99023	FOXC2-AS1	ENSG00000260944.1		50665	n	n
COSG99025	TTLL3	ENSG00000214021.15	26140	24483	n	n
COSG99033	LINC01923	ENSG00000236653.2		52742	n	n
COSG99035	USF2	ENSG00000105698.15	7392	12594	n	n
COSG99038	ABCA9	ENSG00000154258.16	10350	39	n	n
COSG99043	AL139260.1	ENSG00000228436.2			n	n
COSG99095	MIR4260	ENSG00000283876.1		38179	n	n
COSG95484	AC008770.2	ENSG00000267179.1			n	n
COSG95501	AC092162.3	ENSG00000279205.1			n	n
COSG95521	LMF1-AS1	ENSG00000260439.1		50469	n	n
COSG95546	AC022296.2	ENSG00000250983.1			n	n
COSG96725	ZBTB24	ENSG00000112365.4	9841	21143	n	n
COSG96753	AC022211.3	ENSG00000265800.1			n	n
COSG96770	AC105383.1	ENSG00000250241.5			n	n
COSG97897	DAZAP2P1	ENSG00000223825.5		43869	n	n
COSG97906	MTG2	ENSG00000101181.17	26164	16239	n	n
COSG97928	CU633904.1	ENSG00000276077.4	102724951		n	n
COSG97931	RXFP3	ENSG00000182631.6	51289	24883	n	n
COSG99117	KDELC2	ENSG00000178202.12	143888	28496	n	n
COSG99144	TBL1X	ENSG00000101849.16	6907	11585	n	n
COSG99169	CCSER2	ENSG00000107771.16	54462	29197	n	n
COSG95570	HRASLS2	ENSG00000133328.3	54979	17824	n	n
COSG95619	AKR1B10P2	ENSG00000263355.1		45063	n	n
COSG96796	FAM182B	ENSG00000175170.14		34503	n	n
COSG96819	RNU6-609P	ENSG00000202329.1		47572	n	n
COSG96824	AC021146.11	ENSG00000251529.1			n	n
COSG96832	AC010931.1	ENSG00000214702.6			n	n
COSG96835	RPEP5	ENSG00000234732.1		44524	n	n
COSG97972	ZNF135	ENSG00000176293.19	7694	12919	n	n
COSG98008	RF00092	ENSG00000199473.1			n	n
COSG98025	ZIC2	ENSG00000043355.11	7546	12873	n	n
COSG98028	AC097625.1	ENSG00000225833.1			n	n
COSG99181	PAX2	ENSG00000075891.21	5076	8616	n	n
COSG99189	ZNF222	ENSG00000159885.13	7673	13015	n	n
COSG99196	RPL11P4	ENSG00000184111.6		36137	n	n
COSG99200	SDCCAG8	ENSG00000054282.15	10806	10671	n	n
COSG99238	AC025035.1	ENSG00000258100.1			n	n
COSG99241	CDY9P	ENSG00000232899.1		23851	n	n
COSG95656	AL031121.1	ENSG00000217514.1			n	n
COSG95666	MIR6841	ENSG00000283327.1		50070	n	n
COSG95678	RN7SL49P	ENSG00000265802.2		46065	n	n
COSG95680	AC010745.5	ENSG00000285354.1			n	n
COSG95695	AC091675.1	ENSG00000240519.1			n	n
COSG95702	MIR548AY	ENSG00000276147.1		49943	n	n
COSG96852	RNU2-64P	ENSG00000223247.1		48557	n	n
COSG96862	CYP2C60P	ENSG00000260863.1		42410	n	n
COSG96877	MIR624	ENSG00000207952.1		32880	n	n
COSG96901	UBA52P9	ENSG00000244329.1		36169	n	n
COSG96902	MIR6844	ENSG00000284087.1		50135	n	n
COSG96909	IRAK1	ENSG00000184216.13	3654	6112	n	n
COSG98063	HMGN1P11	ENSG00000248336.1		39355	n	n
COSG98065	RN7SL134P	ENSG00000263360.2		46150	n	n
COSG98084	KHSRPP1	ENSG00000229835.2		39198	n	n
COSG98086	RRP36	ENSG00000124541.6	88745	21374	n	n
COSG98098	RNU6-161P	ENSG00000199921.1		47124	n	n
COSG98110	AC019084.1	ENSG00000228030.2			n	n
COSG99258	ZNF496	ENSG00000162714.12	84838	23713	n	n
COSG99266	RFPL1S	ENSG00000225465.8		9978	n	n
COSG99267	TCF7L2	ENSG00000148737.16	6934	11641	y	n
COSG99293	AC127164.1	ENSG00000257279.1			n	n
COSG95726	GPNMB	ENSG00000136235.15	10457	4462	n	n
COSG95735	DDX39B-AS1	ENSG00000234006.1		39771	n	n
COSG95739	AC009264.1	ENSG00000234352.9			n	n
COSG95749	RPL10P18	ENSG00000253995.1		52349	n	n
COSG95768	LPGAT1	ENSG00000123684.12	9926	28985	n	n
COSG95778	AC010654.1	ENSG00000277369.1			n	n
COSG96929	PCDHB18P	ENSG00000146001.5		14548	n	n
COSG96944	AC139491.7	ENSG00000285476.1			n	n
COSG98156	KMT2E-AS1	ENSG00000239569.3		40845	n	n
COSG99346	H2AFB1	ENSG00000274183.1	474382	22516	n	n
COSG99352	ECE2	ENSG00000145194.18	9718	13275	n	n
COSG99358	AC140658.3	ENSG00000261607.1			n	n
COSG99388	C12orf71	ENSG00000214700.5	728858	34452	n	n
COSG111134	AL354718.2	ENSG00000276502.1			n	n
COSG111138	NECAP1P2	ENSG00000234632.1		43913	n	n
COSG111139	LINC01849	ENSG00000234988.1		52665	n	n
COSG111162	SLC16A1P1	ENSG00000242280.1		48931	n	n
COSG111171	RNASET2	ENSG00000026297.15	8635	21686	n	n
COSG111173	AP001180.2	ENSG00000264072.1			n	n
COSG111185	AP006245.2	ENSG00000254320.1			n	n
COSG112179	SSTR4	ENSG00000132671.5	6754	11333	n	n
COSG112184	OR7E12P	ENSG00000189398.5		8383	n	n
COSG113533	AC245407.1	ENSG00000277406.2			n	n
COSG113539	ARHGAP5	ENSG00000100852.12	394	675	n	n
COSG113564	CDY22P	ENSG00000229343.1		23866	n	n
COSG109982	BAIAP2-DT	ENSG00000226137.5		44342	n	n
COSG109987	AL158151.3	ENSG00000268050.2			n	n
COSG110021	PSMD5	ENSG00000095261.13	5711	9563	n	n
COSG110037	RPS20	ENSG00000008988.9	6224	10405	n	n
COSG110042	PTCHD1-AS	ENSG00000233067.2		37703	n	n
COSG112296	AC087257.1	ENSG00000248100.2			n	n
COSG112308	SEPT14P8	ENSG00000255464.1		51692	n	n
COSG112323	TIGD1	ENSG00000221944.6	200765	14523	n	n
COSG112423	PCDHGB7	ENSG00000254122.2	56099	8714	n	n
COSG112424	PA2G4P3	ENSG00000263405.1		31731	n	n
COSG112427	DDX43P2	ENSG00000270763.1		50781	n	n
COSG112429	AL096711.2	ENSG00000255330.9			n	n
COSG112444	WT1-AS	ENSG00000183242.11		18135	n	n
COSG112447	DDX60	ENSG00000137628.16	55601	25942	n	n
COSG112448	RPS8P3	ENSG00000215457.5		31000	n	n
COSG112478	AC007216.2	ENSG00000261216.1			n	n
COSG113611	RNU4-34P	ENSG00000222363.1		46970	n	n
COSG113643	OR56A4	ENSG00000183389.5	120793	14791	n	n
COSG113666	LRRC41	ENSG00000132128.16	10489	16917	n	n
COSG110069	OR51B6	ENSG00000176239.7	390058	19600	n	n
COSG110070	SERPINB4	ENSG00000206073.10	6318	10570	n	n
COSG110127	ZNF316	ENSG00000205903.6	100131017	13843	n	n
COSG112359	KRT8P11	ENSG00000255815.3		31058	n	n
COSG112363	COL22A1	ENSG00000169436.16	169044	22989	n	n
COSG112367	SNORA75B	ENSG00000206780.1		52220	n	n
COSG112401	AC136443.5	ENSG00000270734.1			n	n
COSG112403	TBC1D3D	ENSG00000274419.6	101060389	28944	n	n
COSG112488	RF00019	ENSG00000200883.1			n	n
COSG112511	RF00019	ENSG00000252217.1			n	n
COSG112537	RPL10	ENSG00000147403.16	6134	10298	y	y
COSG109012	RF00409	ENSG00000206976.1			n	n
COSG109051	IFNG	ENSG00000111537.4	3458	5438	n	n
COSG109071	TRIL	ENSG00000255690.2	9865	22200	n	n
COSG109073	AL136322.1	ENSG00000230260.1			n	n
COSG110173	VSNL1	ENSG00000163032.11	7447	12722	n	n
COSG111206	RPL9P15	ENSG00000240601.1		35539	n	n
COSG111214	AL139142.1	ENSG00000238272.1			n	n
COSG111215	AL451140.1	ENSG00000229297.1			n	n
COSG111228	AL591684.3	ENSG00000270369.1			n	n
COSG111237	AC026748.1	ENSG00000279908.1			n	n
COSG111259	ALG3P1	ENSG00000251568.1		45159	n	n
COSG112577	ERVMER61-1	ENSG00000230426.3		27919	n	n
COSG112600	RNA5SP46	ENSG00000199240.1		42822	n	n
COSG112603	SNORD90	ENSG00000212447.1		32751	n	n
COSG112612	RN7SL614P	ENSG00000243267.3		46630	n	n
COSG112614	BTC	ENSG00000174808.11	685	1121	n	n
COSG109082	P3H2-AS1	ENSG00000225764.1		40886	n	n
COSG109098	DNAJC7	ENSG00000168259.14	7266	12392	n	n
COSG109109	KRBOX1-AS1	ENSG00000206552.4		42942	n	n
COSG109141	UPF3A	ENSG00000169062.14	65110	20332	n	n
COSG110208	AL161804.1	ENSG00000259039.1			n	n
COSG110265	AC079341.2	ENSG00000261501.1			n	n
COSG110283	AL162425.1	ENSG00000236461.1			n	n
COSG111275	BMPR1B-DT	ENSG00000249599.1		50864	n	n
COSG111284	AC022517.1	ENSG00000267550.1			n	n
COSG111318	AC109439.2	ENSG00000250284.1			n	n
COSG111319	RNY3P11	ENSG00000201023.1		50887	n	n
COSG111327	GFPT1	ENSG00000198380.12	2673	4241	n	n
COSG111334	AC020550.1	ENSG00000231699.1			n	n
COSG112630	ARPP21-AS1	ENSG00000230830.1		40785	n	n
COSG112633	AL445529.1	ENSG00000214641.3			n	n
COSG112634	BABAM2	ENSG00000158019.20	9577	1106	n	n
COSG112643	JMJD7	ENSG00000243789.10	100137047	34397	n	n
COSG112671	DNAJB8	ENSG00000179407.3	165721	23699	n	n
COSG112700	MIR3134	ENSG00000264354.1		38254	n	n
COSG109153	AL121892.1	ENSG00000236985.1			n	n
COSG109164	AC078899.5	ENSG00000276294.1			n	n
COSG109167	AL138690.1	ENSG00000261728.1			n	n
COSG109175	SLC22A5	ENSG00000197375.12	6584	10969	n	n
COSG109187	AC108479.1	ENSG00000233205.1			n	n
COSG110309	PHBP7	ENSG00000213711.3		39286	n	n
COSG110317	HNRNPM	ENSG00000099783.11	4670	5046	n	n
COSG110333	FXNP1	ENSG00000258421.2		20012	n	n
COSG110342	RPL37P21	ENSG00000236433.1		36256	n	n
COSG111346	AL049830.2	ENSG00000240513.1			n	n
COSG112709	RN7SL140P	ENSG00000266059.2		46156	n	n
COSG112755	SFTPC	ENSG00000168484.12	6440	10802	n	n
COSG109249	C5orf63	ENSG00000164241.13	401207	40051	n	n
COSG109254	AC009234.1	ENSG00000283058.1			n	n
COSG109265	C17orf113	ENSG00000267221.2	110806298	53437	n	n
COSG109266	AC007066.2	ENSG00000261094.2			n	n
COSG109271	SHANK2	ENSG00000162105.18	22941	14295	n	n
COSG109273	WDR87	ENSG00000171804.10	83889	29934	n	n
COSG109303	ERGIC3	ENSG00000125991.19	51614	15927	n	n
COSG110366	TM4SF4	ENSG00000169903.6	7104	11856	n	n
COSG110367	AC008555.5	ENSG00000271109.1			n	n
COSG111436	AC068707.1	ENSG00000224265.1			n	n
COSG111437	ABCC5-AS1	ENSG00000223882.1		40055	n	n
COSG111447	CICP5	ENSG00000233771.2		37754	n	n
COSG111448	AC103702.2	ENSG00000272763.1			n	n
COSG111455	AL451067.1	ENSG00000234211.2			n	n
COSG111456	OR8X1P	ENSG00000255048.1		31318	n	n
COSG111469	KRT8P46	ENSG00000248971.2		39880	n	n
COSG111472	RAB11FIP4	ENSG00000131242.17	84440	30267	n	n
COSG111488	RTL9	ENSG00000243978.8	57529	29245	n	n
COSG111492	RF00019	ENSG00000252202.1			n	n
COSG112778	RNU7-46P	ENSG00000238830.1		34142	n	n
COSG112799	SMC2	ENSG00000136824.18	10592	14011	n	n
COSG112805	Z97832.2	ENSG00000272374.1			n	n
COSG112807	RPL37P25	ENSG00000251597.1		49020	n	n
COSG112824	RNU6-956P	ENSG00000239030.1		47919	n	n
